t,spec_uid,uid,suite,task_id,seed,base_idx,w,noise_seed,cluster,is_novel_injection,lifecycle_state,executor,decision_reason,outcome,steps,bc_pool,sigma_k,phi_k,p_ge_tau,tau,wall_s,ledger,episode,cluster_id,cold_start,initial_state_id,episode_seed,observation_noise_seed,perturbation_width,controller,state_before,state_after,B_k_size,training_triggered,training_round,probe_triggered,probe_success_count,probe_failure_count,tau_k,habit_fired,habit_success,teacher_used,teacher_success,demotion,rematuration,transition_to_X,episode_success,VLA_calls,habit_calls,episode_latency,wall_clock_time,policy_version,probe_rounds,ineligible,shadow_jur_score,shadow_jur_q,shadow_jur_accept,aci_fired,aci_fired_fail,aci_empirical_risk,retrain_n,retrain_probe_round,retrain_passed,retrain_train_wall_s,retrain_formation_wall_s,retrain_probe_habit_calls,retrain_bc_pool_at_trigger,ledger_update_source,ledger_update_success
3181,7a8f920fde316432,7a8f920fde316432,libero_object,1,2,21,0.01,8003181,libero_object_task1,False,X,vla,habit_ineligible,success,126,120,22.75,2.25,0.8913,0.8,3.71,operational,3181,libero_object_task1,False,21,93181,8003181,0.01,vla,X,X,120,False,2,False,,,0.8,False,,True,True,False,False,False,True,16,0,3.709,2026-08-31 13:23:50,2,2,True,6.903,6.242,False,0,0,0.0,,,,,,,,teacher,True
3182,d142b77567b45a56,d142b77567b45a56,libero_goal,4,2,22,0.01,8003182,libero_goal_task4,False,M,habit,fire,success,86,20,108.0,7.0,1.0,0.8,2.46,operational,3182,libero_goal_task4,False,22,93182,8003182,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,2.458,2026-08-31 13:23:54,1,1,False,5.198,6.268,True,95,6,0.0632,,,,,,,,fire,True
3183,b9a32ecc8a2626e1,b9a32ecc8a2626e1,libero_spatial,3,2,23,0.01,9003183,libero_spatial_task3,True,M,habit,fire,success,90,20,37.0,1.0,0.997,0.812,4.66,operational,3183,libero_spatial_task3,True,23,103183,9003183,0.01,habit,M,M,20,False,1,False,,,0.812,True,True,False,,False,False,False,True,0,12,4.662,2026-08-31 13:23:58,1,1,False,,,,18,1,0.0556,,,,,,,,fire,True
3184,53ec8a25d633963d,53ec8a25d633963d,libero_spatial,1,2,24,0.01,8003184,libero_spatial_task1,False,M,habit,fire,success,110,80,56.25,2.75,0.9993,0.8,4.86,operational,3184,libero_spatial_task1,False,24,93184,8003184,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,14,4.861,2026-08-31 13:24:05,2,2,False,6.5,6.402,False,34,1,0.0294,,,,,,,,fire,True
3185,9c9c52199a4219eb,9c9c52199a4219eb,libero_object,8,2,25,0.01,8003185,libero_object_task8,False,M,habit,fire,success,137,20,112.0,4.0,1.0,0.8,2.71,operational,3185,libero_object_task8,False,25,93185,8003185,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,18,2.71,2026-08-31 13:24:09,1,1,False,5.461,7.012,True,96,4,0.0417,,,,,,,,fire,True
3186,223a58002cfb1569,223a58002cfb1569,libero_object,0,2,26,0.01,8003186,libero_object_task0,False,M,habit,fire,success,184,80,61.5,0.5,1.0,0.8,4.63,operational,3186,libero_object_task0,False,26,93186,8003186,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,23,4.632,2026-08-31 13:24:13,2,2,False,6.94,7.11,True,37,0,0.0,,,,,,,,fire,True
3187,4d798703c2bd6a8e,4d798703c2bd6a8e,libero_10,5,2,27,0.01,8003187,libero_10_task5,False,M,habit,fire,success,177,80,55.25,1.75,0.9998,0.8,4.15,operational,3187,libero_10_task5,False,27,93187,8003187,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,23,4.147,2026-08-31 13:24:19,2,2,False,5.342,6.98,True,32,0,0.0,,,,,,,,fire,True
3188,bd3ea265b7a96dbe,bd3ea265b7a96dbe,libero_object,3,2,28,0.01,8003188,libero_object_task3,False,X,vla,habit_ineligible,success,168,115,22.25,2.75,0.8298,0.8,4.48,operational,3188,libero_object_task3,False,28,93188,8003188,0.01,vla,X,X,115,False,2,False,,,0.8,False,,True,True,False,False,False,True,21,0,4.482,2026-08-31 13:24:24,2,2,True,4.667,6.318,True,0,0,0.0,,,,,,,,teacher,True
3189,f5d783e6b11575a4,f5d783e6b11575a4,libero_spatial,3,2,29,0.01,9003189,libero_spatial_task3,True,M,habit,fire,success,92,20,38.0,1.0,0.9979,0.808,4.71,operational,3189,libero_spatial_task3,True,29,103189,9003189,0.01,habit,M,M,20,False,1,False,,,0.808,True,True,False,,False,False,False,True,0,12,4.707,2026-08-31 13:24:30,1,1,False,,,,19,1,0.0526,,,,,,,,fire,True
3190,5d1d25a6871b5a13,5d1d25a6871b5a13,libero_spatial,8,2,30,0.01,9003190,libero_spatial_task8,True,I,vla,immature,success,97,38,16.0,4.0,0.414,0.8,13.15,operational,3190,libero_spatial_task8,True,30,103190,9003190,0.01,vla,I,I,38,False,1,False,,,0.8,False,,True,True,False,False,False,True,13,0,13.147,2026-08-31 13:24:36,1,1,False,,,,0,0,0.0,,,,,,,,teacher,True
3191,7308196d316e4546,7308196d316e4546,libero_goal,9,2,31,0.01,8003191,libero_goal_task9,False,X,vla,habit_ineligible,success,169,99,22.0,3.0,0.7932,0.8,14.08,operational,3191,libero_goal_task9,False,31,93191,8003191,0.01,vla,X,X,99,False,2,False,,,0.8,False,,True,True,False,False,False,True,22,0,14.075,2026-08-31 13:24:51,2,2,True,7.666,7.553,False,0,0,0.0,,,,,,,,teacher,True
3192,eba8500daf785c28,eba8500daf785c28,libero_object,0,2,32,0.01,8003192,libero_object_task0,False,M,habit,fire,success,163,80,62.5,0.5,1.0,0.8,4.5,operational,3192,libero_object_task0,False,32,93192,8003192,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,21,4.496,2026-08-31 13:25:06,2,2,False,5.539,7.11,True,38,0,0.0,,,,,,,,fire,True
3193,c365c290e88fe7b5,c365c290e88fe7b5,libero_goal,6,2,33,0.01,8003193,libero_goal_task6,False,X,vla,habit_ineligible,success,100,118,20.75,4.25,0.568,0.8,4.8,operational,3193,libero_goal_task6,False,33,93193,8003193,0.01,vla,X,X,118,False,2,False,,,0.8,False,,True,True,False,False,False,True,13,0,4.797,2026-08-31 13:25:12,2,2,True,5.311,6.817,True,0,0,0.0,,,,,,,,teacher,True
3194,6f96ce9ea5c43222,6f96ce9ea5c43222,libero_object,9,2,34,0.01,8003194,libero_object_task9,False,M,habit,fire,success,111,20,102.0,7.0,0.9997,0.816,3.99,operational,3194,libero_object_task9,False,34,93194,8003194,0.01,habit,M,M,20,False,1,False,,,0.816,True,True,False,,False,False,False,True,0,14,3.986,2026-08-31 13:25:18,1,1,False,4.036,6.215,True,89,7,0.0787,,,,,,,,fire,True
3195,9f5a84e9b92f830c,9f5a84e9b92f830c,libero_goal,7,2,35,0.01,8003195,libero_goal_task7,False,M,habit,fire,success,70,20,124.0,0.0,1.0,0.8,2.39,operational,3195,libero_goal_task7,False,35,93195,8003195,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.387,2026-08-31 13:25:22,1,1,False,5.267,6.59,True,104,0,0.0,,,,,,,,fire,True
3196,78426c56e88892fb,78426c56e88892fb,libero_goal,8,2,36,0.01,8003196,libero_goal_task8,False,M,habit,fire,success,66,20,111.0,3.0,1.0,0.8,3.68,operational,3196,libero_goal_task8,False,36,93196,8003196,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.68,2026-08-31 13:25:26,1,1,False,4.448,6.892,True,94,3,0.0319,,,,,,,,fire,True
3197,f1145ea0596b2531,f1145ea0596b2531,libero_goal,2,2,37,0.01,8003197,libero_goal_task2,False,M,habit,fire,success,96,20,108.0,2.0,1.0,0.8,3.91,operational,3197,libero_goal_task2,False,37,93197,8003197,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.913,2026-08-31 13:25:31,1,1,False,5.846,7.593,True,90,2,0.0222,,,,,,,,fire,True
3198,b25ebd08d743e330,b25ebd08d743e330,libero_goal,2,2,38,0.01,8003198,libero_goal_task2,False,M,habit,fire,success,96,20,109.0,2.0,1.0,0.8,2.52,operational,3198,libero_goal_task2,False,38,93198,8003198,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,2.524,2026-08-31 13:25:35,1,1,False,5.119,7.593,True,91,2,0.022,,,,,,,,fire,True
3199,0e89f03233098e30,0e89f03233098e30,libero_object,5,2,39,0.01,8003199,libero_object_task5,False,M,habit,fire,success,121,80,57.75,1.5,0.9999,0.8,2.83,operational,3199,libero_object_task5,False,39,93199,8003199,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,16,2.829,2026-08-31 13:25:37,2,2,False,4.576,7.184,True,35,1,0.0286,,,,,,,,fire,True
3200,83bc26cc33be965f,83bc26cc33be965f,libero_10,0,2,0,0.01,8003200,libero_10_task0,False,X,vla,habit_ineligible,success,262,101,14.5,10.5,0.0044,0.8,17.39,operational,3200,libero_10_task0,False,0,93200,8003200,0.01,vla,X,X,101,False,2,False,,,0.8,False,,True,True,False,False,False,True,33,0,17.39,2026-08-31 13:25:42,2,2,True,6.148,8.231,True,0,0,0.0,,,,,,,,teacher,True
3201,9b84846009490aa0,9b84846009490aa0,libero_spatial,3,2,1,0.01,9003201,libero_spatial_task3,True,M,habit,fire,success,86,20,39.0,1.0,0.9986,0.804,4.7,operational,3201,libero_spatial_task3,True,1,103201,9003201,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,11,4.699,2026-08-31 13:26:01,1,1,False,,,,20,1,0.05,,,,,,,,fire,True
3202,5cb223ed2798816f,5cb223ed2798816f,libero_goal,8,2,2,0.01,8003202,libero_goal_task8,False,M,habit,fire,success,67,20,112.0,3.0,1.0,0.8,3.76,operational,3202,libero_goal_task8,False,2,93202,8003202,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.762,2026-08-31 13:26:07,1,1,False,5.852,6.892,True,95,3,0.0316,,,,,,,,fire,True
3203,c982a59c5a18f003,c982a59c5a18f003,libero_goal,9,2,3,0.01,8003203,libero_goal_task9,False,X,vla,habit_ineligible,success,132,100,22.0,3.0,0.7932,0.8,13.58,operational,3203,libero_goal_task9,False,3,93203,8003203,0.01,vla,X,X,100,False,2,False,,,0.8,False,,True,True,False,False,False,True,17,0,13.578,2026-08-31 13:26:12,2,2,True,3.833,7.553,True,0,0,0.0,,,,,,,,teacher,True
3204,a249d0275841798f,a249d0275841798f,libero_10,0,2,4,0.01,8003204,libero_10_task0,False,X,vla,habit_ineligible,success,261,102,14.5,10.5,0.0044,0.8,16.17,operational,3204,libero_10_task0,False,4,93204,8003204,0.01,vla,X,X,102,False,2,False,,,0.8,False,,True,True,False,False,False,True,33,0,16.165,2026-08-31 13:26:27,2,2,True,5.725,8.231,True,0,0,0.0,,,,,,,,teacher,True
3205,2508c7ccba064e85,2508c7ccba064e85,libero_10,0,2,5,0.01,8003205,libero_10_task0,False,X,vla,habit_ineligible,success,294,103,14.5,10.5,0.0044,0.8,7.32,operational,3205,libero_10_task0,False,5,93205,8003205,0.01,vla,X,X,103,False,2,False,,,0.8,False,,True,True,False,False,False,True,37,0,7.323,2026-08-31 13:26:44,2,2,True,5.161,8.231,True,0,0,0.0,,,,,,,,teacher,True
3206,4f97c967bfc84e4d,4f97c967bfc84e4d,libero_object,4,2,6,0.01,8003206,libero_object_task4,False,M,habit,fire,success,135,20,112.0,0.0,1.0,0.8,4.14,operational,3206,libero_object_task4,False,6,93206,8003206,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,4.137,2026-08-31 13:26:52,1,1,False,5.777,6.7,True,92,0,0.0,,,,,,,,fire,True
3207,7b5bc2de1e33cd0a,7b5bc2de1e33cd0a,libero_object,8,2,7,0.01,8003207,libero_object_task8,False,M,habit,fire,success,139,20,113.0,4.0,1.0,0.8,2.76,operational,3207,libero_object_task8,False,7,93207,8003207,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,18,2.756,2026-08-31 13:26:56,1,1,False,6.097,7.012,True,97,4,0.0412,,,,,,,,fire,True
3208,9e82a6a89290efe0,9e82a6a89290efe0,libero_goal,7,2,8,0.01,8003208,libero_goal_task7,False,M,habit,fire,success,69,20,125.0,0.0,1.0,0.8,2.32,operational,3208,libero_goal_task7,False,8,93208,8003208,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.319,2026-08-31 13:26:59,1,1,False,6.224,6.59,True,105,0,0.0,,,,,,,,fire,True
3209,e0502b1d78badc43,e0502b1d78badc43,libero_goal,3,2,9,0.01,8003209,libero_goal_task3,False,X,vla,habit_ineligible,success,180,103,18.75,6.5,0.1381,0.816,14.0,operational,3209,libero_goal_task3,False,9,93209,8003209,0.01,vla,X,X,103,False,2,False,,,0.816,False,,True,True,False,False,False,True,23,0,13.998,2026-08-31 13:27:03,2,2,True,4.823,6.157,True,1,1,1.0,,,,,,,,teacher,True
3210,0be6e6372e2f4424,0be6e6372e2f4424,libero_spatial,8,2,10,0.01,9003210,libero_spatial_task8,True,I,vla,immature,success,95,39,16.0,4.0,0.414,0.8,17.22,operational,3210,libero_spatial_task8,True,10,103210,9003210,0.01,vla,I,I,39,False,1,False,,,0.8,False,,True,True,False,False,False,True,12,0,17.223,2026-08-31 13:27:19,1,1,False,,,,0,0,0.0,,,,,,,,teacher,True
3211,04b1c25ead5d41fa,04b1c25ead5d41fa,libero_object,2,2,11,0.01,8003211,libero_object_task2,False,M,habit,fire,success,114,20,113.0,3.0,1.0,0.8,4.11,operational,3211,libero_object_task2,False,11,93211,8003211,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,4.111,2026-08-31 13:27:37,1,1,False,5.23,7.286,True,96,3,0.0312,,,,,,,,fire,True
3212,61a48fb14c38abd8,61a48fb14c38abd8,libero_object,9,2,12,0.01,8003212,libero_object_task9,False,M,habit,fire,success,117,20,103.0,7.0,0.9998,0.812,3.98,operational,3212,libero_object_task9,False,12,93212,8003212,0.01,habit,M,M,20,False,1,False,,,0.812,True,True,False,,False,False,False,True,0,15,3.983,2026-08-31 13:27:43,1,1,False,5.034,6.215,True,90,7,0.0778,,,,,,,,fire,True
3213,fae8c5eda3edbcdf,fae8c5eda3edbcdf,libero_goal,3,2,13,0.01,8003213,libero_goal_task3,False,X,vla,habit_ineligible,success,183,104,18.75,6.5,0.1381,0.816,14.21,operational,3213,libero_goal_task3,False,13,93213,8003213,0.01,vla,X,X,104,False,2,False,,,0.816,False,,True,True,False,False,False,True,23,0,14.208,2026-08-31 13:27:48,2,2,True,5.585,6.157,True,1,1,1.0,,,,,,,,teacher,True
3214,07ae8cbc4913e68d,07ae8cbc4913e68d,libero_goal,7,2,14,0.01,8003214,libero_goal_task7,False,M,habit,fire,success,69,20,126.0,0.0,1.0,0.8,2.39,operational,3214,libero_goal_task7,False,14,93214,8003214,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.395,2026-08-31 13:28:02,1,1,False,5.989,6.59,True,106,0,0.0,,,,,,,,fire,True
3215,5b2288030972a7ff,5b2288030972a7ff,libero_object,7,2,15,0.01,8003215,libero_object_task7,False,X,vla,habit_ineligible,success,119,111,22.0,3.0,0.7932,0.8,15.73,operational,3215,libero_object_task7,False,15,93215,8003215,0.01,vla,X,X,111,False,2,False,,,0.8,False,,True,True,False,False,False,True,15,0,15.726,2026-08-31 13:28:06,2,2,True,5.537,7.127,True,0,0,0.0,,,,,,,,teacher,True
3216,b20b86e972657c83,b20b86e972657c83,libero_10,2,2,16,0.01,8003216,libero_10_task2,False,M,habit,fire,success,233,20,106.0,6.0,1.0,0.8,3.54,operational,3216,libero_10_task2,False,16,93216,8003216,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,30,3.544,2026-08-31 13:28:23,1,1,False,3.981,7.548,True,92,5,0.0543,,,,,,,,fire,True
3217,4030bfce7da8318c,4030bfce7da8318c,libero_goal,6,2,17,0.01,8003217,libero_goal_task6,False,X,vla,habit_ineligible,success,226,119,20.75,4.25,0.568,0.8,15.04,operational,3217,libero_goal_task6,False,17,93217,8003217,0.01,vla,X,X,119,False,2,False,,,0.8,False,,True,True,False,False,False,True,29,0,15.038,2026-08-31 13:28:27,2,2,True,6.013,6.817,True,0,0,0.0,,,,,,,,teacher,True
3218,0ba23a5e0fa85674,0ba23a5e0fa85674,libero_goal,9,2,18,0.01,8003218,libero_goal_task9,False,X,vla,habit_ineligible,success,151,101,22.0,3.0,0.7932,0.8,5.61,operational,3218,libero_goal_task9,False,18,93218,8003218,0.01,vla,X,X,101,False,2,False,,,0.8,False,,True,True,False,False,False,True,19,0,5.607,2026-08-31 13:28:44,2,2,True,4.472,7.553,True,0,0,0.0,,,,,,,,teacher,True
3219,55872a795f477fb2,55872a795f477fb2,libero_object,4,2,19,0.01,8003219,libero_object_task4,False,M,habit,fire,success,131,20,113.0,0.0,1.0,0.8,3.95,operational,3219,libero_object_task4,False,19,93219,8003219,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,3.951,2026-08-31 13:28:51,1,1,False,5.546,6.7,True,93,0,0.0,,,,,,,,fire,True
3220,f0e414f418d9550c,f0e414f418d9550c,libero_spatial,0,2,20,0.01,8003220,libero_spatial_task0,False,X,vla,habit_ineligible,success,81,111,22.5,2.5,0.8625,0.8,16.49,operational,3220,libero_spatial_task0,False,20,93220,8003220,0.01,vla,X,X,111,False,2,False,,,0.8,False,,True,True,False,False,False,True,11,0,16.492,2026-08-31 13:28:56,2,2,True,4.355,6.735,True,0,0,0.0,,,,,,,,teacher,True
3221,340951f3fd7807e2,340951f3fd7807e2,libero_goal,5,2,21,0.01,8003221,libero_goal_task5,False,X,vla,habit_ineligible,success,117,124,22.5,2.5,0.8625,0.8,13.05,operational,3221,libero_goal_task5,False,21,93221,8003221,0.01,vla,X,X,124,False,2,False,,,0.8,False,,True,True,False,False,False,True,15,0,13.048,2026-08-31 13:29:14,2,2,True,3.3,6.344,True,0,0,0.0,,,,,,,,teacher,True
3222,d1535379a27e1d06,d1535379a27e1d06,libero_object,0,2,22,0.01,8003222,libero_object_task0,False,M,habit,fire,success,154,80,63.5,0.5,1.0,0.8,4.48,operational,3222,libero_object_task0,False,22,93222,8003222,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,20,4.481,2026-08-31 13:29:29,2,2,False,5.896,7.11,True,39,0,0.0,,,,,,,,fire,True
3223,9a8ba0cc061663c9,9a8ba0cc061663c9,libero_goal,2,2,23,0.01,8003223,libero_goal_task2,False,M,habit,fire,success,96,20,110.0,2.0,1.0,0.8,4.02,operational,3223,libero_goal_task2,False,23,93223,8003223,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,4.016,2026-08-31 13:29:35,1,1,False,4.38,7.593,True,92,2,0.0217,,,,,,,,fire,True
3224,6356ba7d8c6c8493,6356ba7d8c6c8493,libero_goal,8,2,24,0.01,8003224,libero_goal_task8,False,M,habit,fire,success,66,20,113.0,3.0,1.0,0.8,3.68,operational,3224,libero_goal_task8,False,24,93224,8003224,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.684,2026-08-31 13:29:40,1,1,False,5.92,6.892,True,96,3,0.0312,,,,,,,,fire,True
3225,ee398a5851fdd8c8,ee398a5851fdd8c8,libero_object,4,2,25,0.01,8003225,libero_object_task4,False,M,habit,fire,success,133,20,114.0,0.0,1.0,0.8,4.06,operational,3225,libero_object_task4,False,25,93225,8003225,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,4.061,2026-08-31 13:29:45,1,1,False,4.516,6.7,True,94,0,0.0,,,,,,,,fire,True
3226,9d5b0df3689c19ee,9d5b0df3689c19ee,libero_object,6,2,26,0.01,8003226,libero_object_task6,False,X,vla,habit_ineligible,success,204,117,22.0,3.0,0.7932,0.8,15.14,operational,3226,libero_object_task6,False,26,93226,8003226,0.01,vla,X,X,117,False,2,False,,,0.8,False,,True,True,False,False,False,True,26,0,15.139,2026-08-31 13:29:50,2,2,True,5.627,7.821,True,0,0,0.0,,,,,,,,teacher,True
3227,447a0b9283e2b023,447a0b9283e2b023,libero_spatial,0,2,27,0.01,8003227,libero_spatial_task0,False,X,vla,habit_ineligible,success,76,112,22.5,2.5,0.8625,0.8,12.9,operational,3227,libero_spatial_task0,False,27,93227,8003227,0.01,vla,X,X,112,False,2,False,,,0.8,False,,True,True,False,False,False,True,10,0,12.902,2026-08-31 13:30:07,2,2,True,6.815,6.735,False,0,0,0.0,,,,,,,,teacher,True
3228,2764e0bd7ac17bfd,2764e0bd7ac17bfd,libero_goal,3,2,28,0.01,8003228,libero_goal_task3,False,X,vla,habit_ineligible,fail,300,104,18.75,6.5,0.1381,0.816,16.3,operational,3228,libero_goal_task3,False,28,93228,8003228,0.01,vla,X,X,104,False,2,False,,,0.816,False,,True,False,False,False,False,False,38,0,16.303,2026-08-31 13:30:22,2,2,True,5.331,6.157,True,1,1,1.0,,,,,,,,teacher,False
3229,0d64ed3cfbdc80ec,0d64ed3cfbdc80ec,libero_spatial,4,2,29,0.01,9003229,libero_spatial_task4,True,M,habit,fire,success,122,20,36.0,2.0,0.9905,0.8,5.11,operational,3229,libero_spatial_task4,True,29,103229,9003229,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,16,5.111,2026-08-31 13:30:40,1,1,False,,,,18,1,0.0556,,,,,,,,fire,True
3230,eac65e4c5a709f4f,eac65e4c5a709f4f,libero_object,8,2,30,0.01,8003230,libero_object_task8,False,M,habit,fire,success,146,20,114.0,4.0,1.0,0.8,2.87,operational,3230,libero_object_task8,False,30,93230,8003230,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,19,2.874,2026-08-31 13:30:45,1,1,False,4.885,7.012,True,98,4,0.0408,,,,,,,,fire,True
3231,2992257d42547daa,2992257d42547daa,libero_object,3,2,31,0.01,8003231,libero_object_task3,False,X,vla,habit_ineligible,success,118,116,22.25,2.75,0.8298,0.8,11.41,operational,3231,libero_object_task3,False,31,93231,8003231,0.01,vla,X,X,116,False,2,False,,,0.8,False,,True,True,False,False,False,True,15,0,11.41,2026-08-31 13:30:48,2,2,True,5.316,6.318,True,0,0,0.0,,,,,,,,teacher,True
3232,7df0eab0acb6d45e,7df0eab0acb6d45e,libero_object,7,2,32,0.01,8003232,libero_object_task7,False,X,vla,habit_ineligible,success,125,112,22.0,3.0,0.7932,0.8,5.05,operational,3232,libero_object_task7,False,32,93232,8003232,0.01,vla,X,X,112,False,2,False,,,0.8,False,,True,True,False,False,False,True,16,0,5.055,2026-08-31 13:31:00,2,2,True,4.7,7.127,True,0,0,0.0,,,,,,,,teacher,True
3233,3bc6b12143b9b8c3,3bc6b12143b9b8c3,libero_object,8,2,33,0.01,8003233,libero_object_task8,False,M,habit,fire,success,129,20,115.0,4.0,1.0,0.8,2.65,operational,3233,libero_object_task8,False,33,93233,8003233,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,2.654,2026-08-31 13:31:05,1,1,False,4.111,7.012,True,99,4,0.0404,,,,,,,,fire,True
3234,a78f680771d79e7f,a78f680771d79e7f,libero_10,0,2,34,0.01,8003234,libero_10_task0,False,X,vla,habit_ineligible,success,266,104,14.5,10.5,0.0044,0.8,18.49,operational,3234,libero_10_task0,False,34,93234,8003234,0.01,vla,X,X,104,False,2,False,,,0.8,False,,True,True,False,False,False,True,34,0,18.488,2026-08-31 13:31:10,2,2,True,3.913,8.231,True,0,0,0.0,,,,,,,,teacher,True
3235,5f179ac99005be06,5f179ac99005be06,libero_10,2,2,35,0.01,8003235,libero_10_task2,False,M,habit,fire,success,247,20,107.0,6.0,1.0,0.8,3.76,operational,3235,libero_10_task2,False,35,93235,8003235,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,31,3.755,2026-08-31 13:31:29,1,1,False,7.547,7.548,True,93,5,0.0538,,,,,,,,fire,True
3236,e89fb3bb8aae65bc,e89fb3bb8aae65bc,libero_spatial,6,2,36,0.01,9003236,libero_spatial_task6,True,M,habit,fire,success,106,20,38.0,0.0,0.9998,0.8,4.9,operational,3236,libero_spatial_task6,True,36,103236,9003236,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,4.904,2026-08-31 13:31:35,1,1,False,,,,18,0,0.0,,,,,,,,fire,True
3237,525f1962e8015b78,525f1962e8015b78,libero_object,9,2,37,0.01,8003237,libero_object_task9,False,M,habit,fire,success,112,20,104.0,7.0,0.9999,0.808,3.93,operational,3237,libero_object_task9,False,37,93237,8003237,0.01,habit,M,M,20,False,1,False,,,0.808,True,True,False,,False,False,False,True,0,14,3.931,2026-08-31 13:31:41,1,1,False,4.615,6.215,True,91,7,0.0769,,,,,,,,fire,True
3238,41cab79d50195821,41cab79d50195821,libero_object,9,2,38,0.01,8003238,libero_object_task9,False,M,habit,fire,success,111,20,105.0,7.0,0.9999,0.804,2.51,operational,3238,libero_object_task9,False,38,93238,8003238,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,14,2.514,2026-08-31 13:31:45,1,1,False,6.687,6.215,False,92,7,0.0761,,,,,,,,fire,True
3239,15a68fb5bfc00aa5,15a68fb5bfc00aa5,libero_goal,8,2,39,0.01,8003239,libero_goal_task8,False,M,habit,fire,success,68,20,114.0,3.0,1.0,0.8,3.77,operational,3239,libero_goal_task8,False,39,93239,8003239,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,3.766,2026-08-31 13:31:49,1,1,False,5.724,6.892,True,97,3,0.0309,,,,,,,,fire,True
3240,c88415d87595e21d,c88415d87595e21d,libero_goal,4,2,0,0.01,8003240,libero_goal_task4,False,M,habit,fire,success,80,20,109.0,7.0,1.0,0.8,2.47,operational,3240,libero_goal_task4,False,0,93240,8003240,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.467,2026-08-31 13:31:52,1,1,False,7.114,6.268,False,96,6,0.0625,,,,,,,,fire,True
3241,bf4c314602d9713f,bf4c314602d9713f,libero_goal,3,2,1,0.01,8003241,libero_goal_task3,False,X,vla,habit_ineligible,success,224,105,18.75,6.5,0.1381,0.816,17.89,operational,3241,libero_goal_task3,False,1,93241,8003241,0.01,vla,X,X,105,False,2,False,,,0.816,False,,True,True,False,False,False,True,28,0,17.894,2026-08-31 13:31:56,2,2,True,5.447,6.157,True,1,1,1.0,,,,,,,,teacher,True
3242,56e9f8f82a886ad5,56e9f8f82a886ad5,libero_10,5,2,2,0.01,8003242,libero_10_task5,False,M,habit,fire,success,152,80,56.25,1.75,0.9999,0.8,3.97,operational,3242,libero_10_task5,False,2,93242,8003242,0.01,habit,M,M,80,False,2,False,,,0.8,True,True,False,,False,False,False,True,0,19,3.966,2026-08-31 13:32:16,2,2,False,5.437,6.98,True,33,0,0.0,,,,,,,,fire,True
