t,spec_uid,uid,suite,task_id,seed,base_idx,w,noise_seed,cluster,is_novel_injection,lifecycle_state,executor,decision_reason,outcome,steps,bc_pool,sigma_k,phi_k,p_ge_tau,tau,wall_s,ledger,episode,cluster_id,cold_start,initial_state_id,episode_seed,observation_noise_seed,perturbation_width,controller,state_before,state_after,B_k_size,training_triggered,training_round,probe_triggered,probe_success_count,probe_failure_count,tau_k,habit_fired,habit_success,teacher_used,teacher_success,demotion,rematuration,transition_to_X,episode_success,VLA_calls,habit_calls,episode_latency,wall_clock_time,policy_version,probe_rounds,ineligible,shadow_jur_score,shadow_jur_q,shadow_jur_accept,aci_fired,aci_fired_fail,aci_empirical_risk,retrain_n,retrain_probe_round,retrain_passed,retrain_train_wall_s,retrain_formation_wall_s,retrain_probe_habit_calls,retrain_bc_pool_at_trigger,ledger_update_source,ledger_update_success
881,e32d505c90fa457b,e32d505c90fa457b,libero_object,7,2,1,0.01,8000881,libero_object_task7,False,I,vla,immature,success,130,39,16.0,4.0,0.414,0.8,12.32,operational,881,libero_object_task7,False,1,90881,8000881,0.01,vla,I,I,39,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.318,2026-08-31 04:14:39,1,1,False,5.27,7.127,True,0,0,0.0,,,,,,,,teacher,True
882,c238682c42f4c7c0,c238682c42f4c7c0,libero_goal,8,2,2,0.01,8000882,libero_goal_task8,False,M,habit,fire,success,77,20,22.0,1.0,0.9557,0.812,3.59,operational,882,libero_goal_task8,False,2,90882,8000882,0.01,habit,M,M,20,False,1,False,,,0.812,True,True,False,,False,False,False,True,0,10,3.593,2026-08-31 04:14:53,1,1,False,6.86,6.892,True,3,1,0.3333,,,,,,,,fire,True
883,8bddf84613f2d723,8bddf84613f2d723,libero_goal,2,2,3,0.01,8000883,libero_goal_task2,False,M,habit,fire,success,96,20,25.0,0.0,0.997,0.8,3.79,operational,883,libero_goal_task2,False,3,90883,8000883,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.787,2026-08-31 04:14:58,1,1,False,4.882,7.593,True,5,0,0.0,,,,,,,,fire,True
884,7b9ed4e05949a83b,7b9ed4e05949a83b,libero_goal,9,2,4,0.01,8000884,libero_goal_task9,False,I,vla,immature,success,139,27,12.0,8.0,0.0144,0.8,15.05,operational,884,libero_goal_task9,False,4,90884,8000884,0.01,vla,I,I,27,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,15.049,2026-08-31 04:15:03,1,1,False,4.733,7.553,True,0,0,0.0,,,,,,,,teacher,True
885,7d2e1e534d261ce5,7d2e1e534d261ce5,libero_goal,4,2,5,0.01,8000885,libero_goal_task4,False,M,habit,fire,success,81,20,38.0,1.0,0.9985,0.8,2.53,operational,885,libero_goal_task4,False,5,90885,8000885,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,2.528,2026-08-31 04:15:18,1,1,False,4.232,6.268,True,19,0,0.0,,,,,,,,fire,True
886,0e96e26dc8918607,0e96e26dc8918607,libero_goal,9,2,6,0.01,8000886,libero_goal_task9,False,I,vla,immature,success,118,28,12.0,8.0,0.0144,0.8,3.6,operational,886,libero_goal_task9,False,6,90886,8000886,0.01,vla,I,I,28,False,1,False,,,0.8,False,,True,True,False,False,False,True,15,0,3.604,2026-08-31 04:15:20,1,1,False,5.159,7.553,True,0,0,0.0,,,,,,,,teacher,True
887,ed0f90202bee0fe0,ed0f90202bee0fe0,libero_object,1,2,7,0.01,8000887,libero_object_task1,False,I,vla,immature,success,126,35,11.0,9.0,0.0041,0.8,12.53,operational,887,libero_object_task1,False,7,90887,8000887,0.01,vla,I,I,35,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.531,2026-08-31 04:15:25,1,1,False,3.759,6.242,True,0,0,0.0,,,,,,,,teacher,True
888,489d206ec6e1097d,489d206ec6e1097d,libero_goal,9,2,8,0.01,8000888,libero_goal_task9,False,I,vla,immature,success,154,29,12.0,8.0,0.0144,0.8,13.45,operational,888,libero_goal_task9,False,8,90888,8000888,0.01,vla,I,I,29,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,13.447,2026-08-31 04:15:39,1,1,False,5.909,7.553,True,0,0,0.0,,,,,,,,teacher,True
889,1c8035d535a9fc7f,1c8035d535a9fc7f,libero_spatial,3,2,9,0.01,9000889,libero_spatial_task3,True,I,vla,immature,success,84,14,0,0,0.2,0.8,13.76,operational,889,libero_spatial_task3,True,9,100889,9000889,0.01,vla,I,I,14,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,13.762,2026-08-31 04:15:54,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
890,816c9c6799cbd697,816c9c6799cbd697,libero_10,5,2,10,0.01,8000890,libero_10_task5,False,I,vla,immature,success,148,25,17.0,3.0,0.6296,0.8,15.61,operational,890,libero_10_task5,False,10,90890,8000890,0.01,vla,I,I,25,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,15.61,2026-08-31 04:16:09,1,1,False,6.905,6.98,True,0,0,0.0,,,,,,,,teacher,True
891,9d886a326073ee32,9d886a326073ee32,libero_object,2,2,11,0.01,8000891,libero_object_task2,False,M,habit,fire,success,109,20,24.0,1.0,0.9719,0.808,3.97,operational,891,libero_object_task2,False,11,90891,8000891,0.01,habit,M,M,20,False,1,False,,,0.808,True,True,False,,False,False,False,True,0,14,3.972,2026-08-31 04:16:26,1,1,False,4.531,7.286,True,5,1,0.2,,,,,,,,fire,True
892,a5e6c7b70af7c09d,a5e6c7b70af7c09d,libero_spatial,3,2,12,0.01,9000892,libero_spatial_task3,True,I,vla,immature,success,82,15,0,0,0.2,0.8,14.13,operational,892,libero_spatial_task3,True,12,100892,9000892,0.01,vla,I,I,15,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,14.132,2026-08-31 04:16:32,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
893,4ca6c9737ac2a7b6,4ca6c9737ac2a7b6,libero_10,0,2,13,0.01,8000893,libero_10_task0,False,I,vla,immature,success,259,31,6.0,14.0,0.0,0.8,16.07,operational,893,libero_10_task0,False,13,90893,8000893,0.01,vla,I,I,31,False,1,False,,,0.8,False,,True,True,False,False,False,True,33,0,16.07,2026-08-31 04:16:48,1,1,False,5.489,8.231,True,0,0,0.0,,,,,,,,teacher,True
894,51ce0eebe07d37fb,51ce0eebe07d37fb,libero_object,2,2,14,0.01,8000894,libero_object_task2,False,M,habit,fire,success,112,20,25.0,1.0,0.979,0.804,3.9,operational,894,libero_object_task2,False,14,90894,8000894,0.01,habit,M,M,20,False,1,False,,,0.804,True,True,False,,False,False,False,True,0,14,3.897,2026-08-31 04:17:05,1,1,False,6.081,7.286,True,6,1,0.1667,,,,,,,,fire,True
895,a96334f9b1c0f7e5,a96334f9b1c0f7e5,libero_spatial,4,2,15,0.01,9000895,libero_spatial_task4,True,I,vla,immature,success,120,9,0,0,0.2,0.8,13.32,operational,895,libero_spatial_task4,True,15,100895,9000895,0.01,vla,I,I,9,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,13.321,2026-08-31 04:17:11,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
896,d5c08ce2122b0eb5,d5c08ce2122b0eb5,libero_spatial,5,2,16,0.01,9000896,libero_spatial_task5,True,I,vla,immature,success,87,6,0,0,0.2,0.8,5.19,operational,896,libero_spatial_task5,True,16,100896,9000896,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,5.193,2026-08-31 04:17:26,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
897,a92d3dc09bb09515,a92d3dc09bb09515,libero_goal,7,2,17,0.01,8000897,libero_goal_task7,False,M,habit,fire,success,75,20,26.0,0.0,0.9976,0.8,2.38,operational,897,libero_goal_task7,False,17,90897,8000897,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.377,2026-08-31 04:17:31,1,1,False,6.352,6.59,True,6,0,0.0,,,,,,,,fire,True
898,cbd5aa3dea34d556,cbd5aa3dea34d556,libero_object,2,2,18,0.01,8000898,libero_object_task2,False,M,habit,fire,success,115,20,26.0,1.0,0.9845,0.8,3.87,operational,898,libero_object_task2,False,18,90898,8000898,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,3.867,2026-08-31 04:17:35,1,1,False,5.834,7.286,True,7,1,0.1429,,,,,,,,fire,True
899,d90b56b03681079c,d90b56b03681079c,libero_goal,2,2,19,0.01,8000899,libero_goal_task2,False,M,habit,fire,success,89,20,26.0,0.0,0.9976,0.8,3.84,operational,899,libero_goal_task2,False,19,90899,8000899,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.843,2026-08-31 04:17:40,1,1,False,4.778,7.593,True,6,0,0.0,,,,,,,,fire,True
900,7e69000e70f079c9,7e69000e70f079c9,libero_object,4,2,20,0.01,8000900,libero_object_task4,False,M,habit,fire,success,124,20,21.0,0.0,0.9926,0.8,3.94,operational,900,libero_object_task4,False,20,90900,8000900,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,16,3.937,2026-08-31 04:17:45,1,1,False,5.407,6.7,True,1,0,0.0,,,,,,,,fire,True
901,c82bf6ef581d99df,c82bf6ef581d99df,libero_spatial,7,2,21,0.01,9000901,libero_spatial_task7,True,I,vla,immature,success,111,10,0,0,0.2,0.8,5.76,operational,901,libero_spatial_task7,True,21,100901,9000901,0.01,vla,I,I,10,False,0,False,,,0.8,False,,True,True,False,False,False,True,14,0,5.759,2026-08-31 04:17:51,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
902,f21f871120797e19,f21f871120797e19,libero_object,4,2,22,0.01,8000902,libero_object_task4,False,M,habit,fire,success,131,20,22.0,0.0,0.9941,0.8,3.88,operational,902,libero_object_task4,False,22,90902,8000902,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,3.878,2026-08-31 04:17:58,1,1,False,4.471,6.7,True,2,0,0.0,,,,,,,,fire,True
903,15b723214ac84e59,15b723214ac84e59,libero_goal,7,2,23,0.01,8000903,libero_goal_task7,False,M,habit,fire,success,75,20,27.0,0.0,0.9981,0.8,2.25,operational,903,libero_goal_task7,False,23,90903,8000903,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.249,2026-08-31 04:18:02,1,1,False,5.577,6.59,True,7,0,0.0,,,,,,,,fire,True
904,1bdf2f3657c8cc59,1bdf2f3657c8cc59,libero_goal,0,2,24,0.01,8000904,libero_goal_task0,False,I,vla,immature,success,128,30,14.0,6.0,0.1085,0.8,13.38,operational,904,libero_goal_task0,False,24,90904,8000904,0.01,vla,I,I,30,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,13.379,2026-08-31 04:18:04,1,1,False,5.628,6.126,True,0,0,0.0,,,,,,,,teacher,True
905,38e0f3779dfde219,38e0f3779dfde219,libero_goal,2,2,25,0.01,8000905,libero_goal_task2,False,M,habit,fire,success,94,20,27.0,0.0,0.9981,0.8,3.83,operational,905,libero_goal_task2,False,25,90905,8000905,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,12,3.832,2026-08-31 04:18:18,1,1,False,6.662,7.593,True,7,0,0.0,,,,,,,,fire,True
906,ec1ea04bdb5a8692,ec1ea04bdb5a8692,libero_10,2,2,26,0.01,8000906,libero_10_task2,False,M,habit,fire,success,235,20,27.0,1.0,0.9872,0.8,3.44,operational,906,libero_10_task2,False,26,90906,8000906,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,30,3.438,2026-08-31 04:18:23,1,1,False,5.475,7.548,True,8,0,0.0,,,,,,,,fire,True
907,7740823738653ac0,7740823738653ac0,libero_goal,1,2,27,0.01,8000907,libero_goal_task1,False,M,habit,fire,success,88,20,34.0,1.0,0.9968,0.8,3.69,operational,907,libero_goal_task1,False,27,90907,8000907,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,3.69,2026-08-31 04:18:28,1,1,False,6.236,6.561,True,15,1,0.0667,,,,,,,,fire,True
908,8c575657a0b8b578,8c575657a0b8b578,libero_10,2,2,28,0.01,8000908,libero_10_task2,False,M,habit,fire,success,230,20,28.0,1.0,0.9895,0.8,3.31,operational,908,libero_10_task2,False,28,90908,8000908,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,29,3.307,2026-08-31 04:18:32,1,1,False,5.44,7.548,True,9,0,0.0,,,,,,,,fire,True
909,edba0c0edda0d42b,edba0c0edda0d42b,libero_goal,7,2,29,0.01,8000909,libero_goal_task7,False,M,habit,fire,success,73,20,28.0,0.0,0.9985,0.8,2.23,operational,909,libero_goal_task7,False,29,90909,8000909,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.231,2026-08-31 04:18:36,1,1,False,6.339,6.59,True,8,0,0.0,,,,,,,,fire,True
910,ddc8a53a44a60c18,ddc8a53a44a60c18,libero_goal,7,2,30,0.01,8000910,libero_goal_task7,False,M,habit,fire,success,72,20,29.0,0.0,0.9988,0.8,2.26,operational,910,libero_goal_task7,False,30,90910,8000910,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.258,2026-08-31 04:18:38,1,1,False,5.281,6.59,True,9,0,0.0,,,,,,,,fire,True
911,01b715a8e926e43f,01b715a8e926e43f,libero_object,6,2,31,0.01,8000911,libero_object_task6,False,I,vla,immature,success,143,45,12.0,8.0,0.0144,0.8,14.44,operational,911,libero_object_task6,False,31,90911,8000911,0.01,vla,I,I,45,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,14.44,2026-08-31 04:18:41,1,1,False,4.504,7.821,True,0,0,0.0,,,,,,,,teacher,True
912,6232587cf00b8ff7,6232587cf00b8ff7,libero_goal,7,2,32,0.01,8000912,libero_goal_task7,False,M,habit,fire,success,72,20,30.0,0.0,0.999,0.8,2.21,operational,912,libero_goal_task7,False,32,90912,8000912,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.213,2026-08-31 04:18:56,1,1,False,4.704,6.59,True,10,0,0.0,,,,,,,,fire,True
913,6b5737c37ba8635f,6b5737c37ba8635f,libero_goal,0,2,33,0.01,8000913,libero_goal_task0,False,I,vla,immature,fail,300,30,14.0,6.0,0.1085,0.8,14.98,operational,913,libero_goal_task0,False,33,90913,8000913,0.01,vla,I,I,30,False,1,False,,,0.8,False,,True,False,False,False,False,False,38,0,14.98,2026-08-31 04:18:58,1,1,False,4.744,6.126,True,0,0,0.0,,,,,,,,teacher,False
914,9d3ec5bf92dda55c,9d3ec5bf92dda55c,libero_spatial,3,2,34,0.01,9000914,libero_spatial_task3,True,I,vla,immature,success,79,16,0,0,0.2,0.8,14.69,operational,914,libero_spatial_task3,True,34,100914,9000914,0.01,vla,I,I,16,False,0,False,,,0.8,False,,True,True,False,False,False,True,10,0,14.695,2026-08-31 04:19:15,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
915,8b67b3b08d7184f3,8b67b3b08d7184f3,libero_goal,3,2,35,0.01,8000915,libero_goal_task3,False,I,vla,immature,success,169,31,19.0,2.0,0.798,0.816,13.9,operational,915,libero_goal_task3,False,35,90915,8000915,0.01,vla,I,I,31,False,1,False,,,0.816,False,,True,True,False,False,False,True,22,0,13.899,2026-08-31 04:19:31,1,1,False,5.194,6.157,True,1,1,1.0,,,,,,,,teacher,True
916,79e256eed697efa4,79e256eed697efa4,libero_goal,6,2,36,0.01,8000916,libero_goal_task6,False,I,vla,immature,success,90,38,15.0,5.0,0.2307,0.8,4.47,operational,916,libero_goal_task6,False,36,90916,8000916,0.01,vla,I,I,38,False,1,False,,,0.8,False,,True,True,False,False,False,True,12,0,4.471,2026-08-31 04:19:46,1,1,False,5.199,6.817,True,0,0,0.0,,,,,,,,teacher,True
917,70671d72dcb3dd5c,70671d72dcb3dd5c,libero_goal,1,2,37,0.01,8000917,libero_goal_task1,False,M,habit,fire,success,85,20,35.0,1.0,0.9973,0.8,3.73,operational,917,libero_goal_task1,False,37,90917,8000917,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,11,3.727,2026-08-31 04:19:52,1,1,False,5.233,6.561,True,16,1,0.0625,,,,,,,,fire,True
918,ce092f7678806c78,ce092f7678806c78,libero_10,5,2,38,0.01,8000918,libero_10_task5,False,I,vla,immature,success,178,26,17.0,3.0,0.6296,0.8,14.2,operational,918,libero_10_task5,False,38,90918,8000918,0.01,vla,I,I,26,False,1,False,,,0.8,False,,True,True,False,False,False,True,23,0,14.196,2026-08-31 04:19:57,1,1,False,5.084,6.98,True,0,0,0.0,,,,,,,,teacher,True
919,b89999d6e4dac151,b89999d6e4dac151,libero_object,9,2,39,0.01,8000919,libero_object_task9,False,M,habit,fire,success,107,20,24.0,0.0,0.9962,0.8,3.79,operational,919,libero_object_task9,False,39,90919,8000919,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.794,2026-08-31 04:20:12,1,1,False,5.421,6.215,True,4,0,0.0,,,,,,,,fire,True
920,9ca18e504ecbfe41,9ca18e504ecbfe41,libero_object,1,2,0,0.01,8000920,libero_object_task1,False,I,vla,immature,success,138,36,11.0,9.0,0.0041,0.8,14.99,operational,920,libero_object_task1,False,0,90920,8000920,0.01,vla,I,I,36,False,1,False,,,0.8,False,,True,True,False,False,False,True,18,0,14.99,2026-08-31 04:20:18,1,1,False,4.355,6.242,True,0,0,0.0,,,,,,,,teacher,True
921,5518976f06556a05,5518976f06556a05,libero_goal,7,2,1,0.01,8000921,libero_goal_task7,False,M,habit,fire,success,69,20,31.0,0.0,0.9992,0.8,2.76,operational,921,libero_goal_task7,False,1,90921,8000921,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.764,2026-08-31 04:20:33,1,1,False,7.616,6.59,False,11,0,0.0,,,,,,,,fire,True
922,6a5608c469ce0632,6a5608c469ce0632,libero_object,6,2,2,0.01,8000922,libero_object_task6,False,I,vla,immature,success,146,46,12.0,8.0,0.0144,0.8,5.39,operational,922,libero_object_task6,False,2,90922,8000922,0.01,vla,I,I,46,False,1,False,,,0.8,False,,True,True,False,False,False,True,19,0,5.394,2026-08-31 04:20:37,1,1,False,6.061,7.821,True,0,0,0.0,,,,,,,,teacher,True
923,0b0f393e1fcab80e,0b0f393e1fcab80e,libero_10,0,2,3,0.01,8000923,libero_10_task0,False,I,vla,immature,success,270,32,6.0,14.0,0.0,0.8,15.89,operational,923,libero_10_task0,False,3,90923,8000923,0.01,vla,I,I,32,False,1,False,,,0.8,False,,True,True,False,False,False,True,34,0,15.888,2026-08-31 04:20:44,1,1,False,4.052,8.231,True,0,0,0.0,,,,,,,,teacher,True
924,7f75eb44e49f6e39,7f75eb44e49f6e39,libero_goal,7,2,4,0.01,8000924,libero_goal_task7,False,M,habit,fire,success,69,20,32.0,0.0,0.9994,0.8,2.36,operational,924,libero_goal_task7,False,4,90924,8000924,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,9,2.357,2026-08-31 04:21:00,1,1,False,5.716,6.59,True,12,0,0.0,,,,,,,,fire,True
925,6ff2ca18c562b968,6ff2ca18c562b968,libero_object,1,2,5,0.01,8000925,libero_object_task1,False,I,vla,immature,success,129,37,11.0,9.0,0.0041,0.8,12.94,operational,925,libero_object_task1,False,5,90925,8000925,0.01,vla,I,I,37,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.944,2026-08-31 04:21:03,1,1,False,4.849,6.242,True,0,0,0.0,,,,,,,,teacher,True
926,d606268a844126f2,d606268a844126f2,libero_10,2,2,6,0.01,8000926,libero_10_task2,False,M,habit,fire,success,254,20,29.0,1.0,0.9913,0.8,3.55,operational,926,libero_10_task2,False,6,90926,8000926,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,32,3.548,2026-08-31 04:21:17,1,1,False,5.987,7.548,True,10,0,0.0,,,,,,,,fire,True
927,b8794a398f1f3cdd,b8794a398f1f3cdd,libero_object,2,2,7,0.01,8000927,libero_object_task2,False,M,habit,fire,success,109,20,27.0,1.0,0.9872,0.8,3.84,operational,927,libero_object_task2,False,7,90927,8000927,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.843,2026-08-31 04:21:22,1,1,False,4.329,7.286,True,8,1,0.125,,,,,,,,fire,True
928,e747f2fe820d635b,e747f2fe820d635b,libero_object,2,2,8,0.01,8000928,libero_object_task2,False,M,habit,fire,success,110,20,28.0,1.0,0.9895,0.8,2.46,operational,928,libero_object_task2,False,8,90928,8000928,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,2.46,2026-08-31 04:21:26,1,1,False,6.102,7.286,True,9,1,0.1111,,,,,,,,fire,True
929,c8958b0227df8d7f,c8958b0227df8d7f,libero_object,8,2,9,0.01,8000929,libero_object_task8,False,M,habit,fire,success,132,20,35.0,0.0,0.9997,0.8,2.62,operational,929,libero_object_task8,False,9,90929,8000929,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,17,2.619,2026-08-31 04:21:28,1,1,False,4.929,7.012,True,15,0,0.0,,,,,,,,fire,True
930,efec340c21eedd8d,efec340c21eedd8d,libero_goal,6,2,10,0.01,8000930,libero_goal_task6,False,I,vla,immature,success,88,39,15.0,5.0,0.2307,0.8,12.06,operational,930,libero_goal_task6,False,10,90930,8000930,0.01,vla,I,I,39,False,1,False,,,0.8,False,,True,True,False,False,False,True,11,0,12.057,2026-08-31 04:21:32,1,1,False,4.915,6.817,True,0,0,0.0,,,,,,,,teacher,True
931,dd8d7d9280844676,dd8d7d9280844676,libero_object,2,2,11,0.01,8000931,libero_object_task2,False,M,habit,fire,success,109,20,29.0,1.0,0.9913,0.8,3.77,operational,931,libero_object_task2,False,11,90931,8000931,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,14,3.774,2026-08-31 04:21:45,1,1,False,5.499,7.286,True,10,1,0.1,,,,,,,,fire,True
932,8e48b010a7ee3e3f,8e48b010a7ee3e3f,libero_goal,4,2,12,0.01,8000932,libero_goal_task4,False,M,habit,fire,success,80,20,39.0,1.0,0.9988,0.8,2.39,operational,932,libero_goal_task4,False,12,90932,8000932,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,10,2.392,2026-08-31 04:21:49,1,1,False,5.582,6.268,True,20,0,0.0,,,,,,,,fire,True
933,4ef711a247760b54,4ef711a247760b54,libero_10,2,2,13,0.01,8000933,libero_10_task2,False,M,habit,fire,success,218,20,30.0,1.0,0.9929,0.8,3.26,operational,933,libero_10_task2,False,13,90933,8000933,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,28,3.257,2026-08-31 04:21:52,1,1,False,5.354,7.548,True,11,0,0.0,,,,,,,,fire,True
934,53fa6f2be75e7118,53fa6f2be75e7118,libero_10,2,2,14,0.01,8000934,libero_10_task2,False,M,habit,fire,success,241,20,31.0,1.0,0.9941,0.8,2.7,operational,934,libero_10_task2,False,14,90934,8000934,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,31,2.695,2026-08-31 04:21:56,1,1,False,5.399,7.548,True,12,0,0.0,,,,,,,,fire,True
935,abc1d19d15a4bc1e,abc1d19d15a4bc1e,libero_object,1,2,15,0.01,8000935,libero_object_task1,False,I,vla,immature,success,121,38,11.0,9.0,0.0041,0.8,12.38,operational,935,libero_object_task1,False,15,90935,8000935,0.01,vla,I,I,38,False,1,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.379,2026-08-31 04:22:00,1,1,False,7.187,6.242,False,0,0,0.0,,,,,,,,teacher,True
936,24d8a74389bcc8b1,24d8a74389bcc8b1,libero_object,3,2,16,0.01,8000936,libero_object_task3,False,I,vla,immature,success,129,35,17.0,3.0,0.6296,0.8,3.79,operational,936,libero_object_task3,False,16,90936,8000936,0.01,vla,I,I,35,False,1,False,,,0.8,False,,True,True,False,False,False,True,17,0,3.792,2026-08-31 04:22:12,1,1,False,5.38,6.318,True,0,0,0.0,,,,,,,,teacher,True
937,07cf7917f010ae7c,07cf7917f010ae7c,libero_object,2,2,17,0.01,8000937,libero_object_task2,False,M,habit,fire,success,113,20,30.0,1.0,0.9929,0.8,3.79,operational,937,libero_object_task2,False,17,90937,8000937,0.01,habit,M,M,20,False,1,False,,,0.8,True,True,False,,False,False,False,True,0,15,3.79,2026-08-31 04:22:17,1,1,False,4.966,7.286,True,11,1,0.0909,,,,,,,,fire,True
938,a83545a860946017,a83545a860946017,libero_object,0,2,18,0.01,8000938,libero_object_task0,False,I,vla,immature,success,157,35,18.0,2.0,0.8213,0.8,5.68,operational,938,libero_object_task0,False,18,90938,8000938,0.01,vla,I,I,35,False,1,False,,,0.8,False,,True,True,False,False,False,True,20,0,5.677,2026-08-31 04:22:22,1,1,False,5.689,7.11,True,0,0,0.0,,,,,,,,teacher,True
939,f3446deaae00fccd,f3446deaae00fccd,libero_10,5,2,19,0.01,8000939,libero_10_task5,False,I,vla,immature,success,191,27,17.0,3.0,0.6296,0.8,13.18,operational,939,libero_10_task5,False,19,90939,8000939,0.01,vla,I,I,27,False,1,False,,,0.8,False,,True,True,False,False,False,True,24,0,13.182,2026-08-31 04:22:29,1,1,False,4.465,6.98,True,0,0,0.0,,,,,,,,teacher,True
